,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
3796,3796,Because the concert really make everything better.,yes,concert really make everything better
3797,3797,I find this book to be wonderful.,no,find book wonderful
3798,3798,I am always excited for this movie.,no,always excited movie
3799,3799,I find artists to be wonderful.,no,find artists wonderful
3800,3800,I find artists to be wonderful.,no,find artists wonderful
3801,3801,Because writers really make everything better.,yes,writers really make everything better
3802,3802,Nothing better than a artists moment.,yes,nothing better artists moment
3803,3803,I just love when writers happens.,yes,love writers happens
3804,3804,engineers are genuinely amazing.,no,engineers genuinely amazing
3805,3805,"Everyone loves the concert, right?",yes,everyone loves concert right
3806,3806,Nothing better than a doctors moment.,yes,nothing better doctors moment
3807,3807,I just love when musicians happens.,yes,love musicians happens
3808,3808,"Oh great, another athletes. Just what I needed.",yes,oh great another athletes needed
3809,3809,I find the workshop to be wonderful.,no,find workshop wonderful
3810,3810,Can't wait for more of writers.,yes,cant wait writers
3811,3811,Can't wait for more of vegetarians.,yes,cant wait vegetarians
3812,3812,I genuinely love doctors.,no,genuinely love doctors
3813,3813,Because my new phone really make everything better.,yes,new phone really make everything better
3814,3814,Had a great time with the game.,no,great time game
3815,3815,"Everyone loves writers, right?",yes,everyone loves writers right
3816,3816,I find musicians to be wonderful.,no,find musicians wonderful
3817,3817,I find the concert to be wonderful.,no,find concert wonderful
3818,3818,"Had a the meal, best experience ever. Not.",yes,meal best experience
3819,3819,musicians have always been great.,no,musicians always great
3820,3820,Because the concert really make everything better.,yes,concert really make everything better
3821,3821,the meal are genuinely amazing.,no,meal genuinely amazing
3822,3822,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
3823,3823,I genuinely love scientists.,no,genuinely love scientists
3824,3824,musicians have always been great.,no,musicians always great
3825,3825,this movie are genuinely amazing.,no,movie genuinely amazing
3826,3826,Because the conference really make everything better.,yes,conference really make everything better
3827,3827,"Had a engineers, best experience ever. Not.",yes,engineers best experience
3828,3828,"Everyone loves this movie, right?",yes,everyone loves movie right
3829,3829,the conference have always been great.,no,conference always great
3830,3830,musicians are genuinely amazing.,no,musicians genuinely amazing
3831,3831,athletes have always been great.,no,athletes always great
3832,3832,Can't wait for more of scientists.,no,cant wait scientists
3833,3833,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
3834,3834,Nothing better than a athletes moment.,yes,nothing better athletes moment
3835,3835,the game are truly inspiring.,no,game truly inspiring
3836,3836,I genuinely love the workshop.,no,genuinely love workshop
3837,3837,Had a great time with scientists.,no,great time scientists
3838,3838,"this movie are so wonderful, said no one ever.",yes,movie wonderful said one
3839,3839,the meal are genuinely amazing.,no,meal genuinely amazing
3840,3840,the concert are genuinely amazing.,no,concert genuinely amazing
3841,3841,"Everyone loves athletes, right?",yes,everyone loves athletes right
3842,3842,Had a great time with the concert.,no,great time concert
3843,3843,"Had a the concert, best experience ever. Not.",yes,concert best experience
3844,3844,"Had a writers, best experience ever. Not.",yes,writers best experience
3845,3845,I am always excited for doctors.,no,always excited doctors
3846,3846,I genuinely love writers.,no,genuinely love writers
3847,3847,Can't wait for more of this book.,no,cant wait book
3848,3848,I am always excited for the meal.,no,always excited meal
3849,3849,Nothing better than a writers moment.,yes,nothing better writers moment
3850,3850,Can't wait for more of the conference.,yes,cant wait conference
3851,3851,I genuinely love the game.,no,genuinely love game
3852,3852,Can't wait for more of my new phone.,yes,cant wait new phone
3853,3853,artists are genuinely amazing.,no,artists genuinely amazing
3854,3854,writers have always been great.,no,writers always great
3855,3855,Can't wait for more of writers.,yes,cant wait writers
3856,3856,engineers are genuinely amazing.,no,engineers genuinely amazing
3857,3857,"doctors are so wonderful, said no one ever.",yes,doctors wonderful said one
3858,3858,I just love when the workshop happens.,yes,love workshop happens
3859,3859,Had a great time with the meal.,no,great time meal
3860,3860,the meal are genuinely amazing.,no,meal genuinely amazing
3861,3861,artists have always been great.,no,artists always great
3862,3862,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
3863,3863,Can't wait for more of writers.,no,cant wait writers
3864,3864,I just love when athletes happens.,yes,love athletes happens
3865,3865,the meal are genuinely amazing.,no,meal genuinely amazing
3866,3866,I am always excited for this book.,no,always excited book
3867,3867,"Everyone loves the concert, right?",yes,everyone loves concert right
3868,3868,I just love when my new phone happens.,yes,love new phone happens
3869,3869,writers are genuinely amazing.,no,writers genuinely amazing
3870,3870,Can't wait for more of scientists.,yes,cant wait scientists
3871,3871,I genuinely love the meal.,no,genuinely love meal
3872,3872,I am always excited for the concert.,no,always excited concert
3873,3873,Had a great time with the conference.,no,great time conference
3874,3874,I find this movie to be wonderful.,no,find movie wonderful
3875,3875,I just love when musicians happens.,yes,love musicians happens
3876,3876,I just love when doctors happens.,yes,love doctors happens
3877,3877,"Oh great, another scientists. Just what I needed.",yes,oh great another scientists needed
3878,3878,musicians are truly inspiring.,no,musicians truly inspiring
3879,3879,"my new phone are so wonderful, said no one ever.",yes,new phone wonderful said one
3880,3880,"Everyone loves this book, right?",yes,everyone loves book right
3881,3881,"Everyone loves doctors, right?",yes,everyone loves doctors right
3882,3882,Had a great time with this movie.,no,great time movie
3883,3883,"Had a this movie, best experience ever. Not.",yes,movie best experience
3884,3884,Because athletes really make everything better.,yes,athletes really make everything better
3885,3885,I find this book to be wonderful.,no,find book wonderful
3886,3886,I just love when the concert happens.,yes,love concert happens
3887,3887,Had a great time with this movie.,no,great time movie
3888,3888,I just love when doctors happens.,yes,love doctors happens
3889,3889,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
3890,3890,"Oh great, another musicians. Just what I needed.",yes,oh great another musicians needed
3891,3891,I genuinely love artists.,no,genuinely love artists
3892,3892,Had a great time with the workshop.,no,great time workshop
3893,3893,Because writers really make everything better.,yes,writers really make everything better
3894,3894,"Oh great, another musicians. Just what I needed.",yes,oh great another musicians needed
3895,3895,Can't wait for more of the meal.,no,cant wait meal
3896,3896,the meal are genuinely amazing.,no,meal genuinely amazing
3897,3897,Because athletes really make everything better.,yes,athletes really make everything better
3898,3898,Because the workshop really make everything better.,yes,workshop really make everything better
3899,3899,I just love when musicians happens.,yes,love musicians happens
3900,3900,Can't wait for more of the workshop.,yes,cant wait workshop
3901,3901,"this movie are so wonderful, said no one ever.",yes,movie wonderful said one
3902,3902,I am always excited for scientists.,no,always excited scientists
3903,3903,"Had a writers, best experience ever. Not.",yes,writers best experience
3904,3904,Can't wait for more of musicians.,no,cant wait musicians
3905,3905,Can't wait for more of scientists.,yes,cant wait scientists
3906,3906,Nothing better than a this movie moment.,yes,nothing better movie moment
3907,3907,Because athletes really make everything better.,yes,athletes really make everything better
3908,3908,Nothing better than a athletes moment.,yes,nothing better athletes moment
3909,3909,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
3910,3910,"Everyone loves the workshop, right?",yes,everyone loves workshop right
3911,3911,I am always excited for artists.,no,always excited artists
3912,3912,this book are genuinely amazing.,no,book genuinely amazing
3913,3913,Because musicians really make everything better.,yes,musicians really make everything better
3914,3914,I genuinely love vegetarians.,no,genuinely love vegetarians
3915,3915,the conference have always been great.,no,conference always great
3916,3916,vegetarians are truly inspiring.,no,vegetarians truly inspiring
3917,3917,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
3918,3918,Because engineers really make everything better.,yes,engineers really make everything better
3919,3919,I just love when my new phone happens.,yes,love new phone happens
3920,3920,"Had a the meal, best experience ever. Not.",yes,meal best experience
3921,3921,"Had a athletes, best experience ever. Not.",yes,athletes best experience
3922,3922,I find the conference to be wonderful.,no,find conference wonderful
3923,3923,the meal are genuinely amazing.,no,meal genuinely amazing
3924,3924,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
3925,3925,scientists are truly inspiring.,no,scientists truly inspiring
3926,3926,artists have always been great.,no,artists always great
3927,3927,doctors are genuinely amazing.,no,doctors genuinely amazing
3928,3928,"Everyone loves artists, right?",yes,everyone loves artists right
3929,3929,Nothing better than a my new phone moment.,yes,nothing better new phone moment
3930,3930,Because writers really make everything better.,yes,writers really make everything better
3931,3931,"Oh great, another scientists. Just what I needed.",yes,oh great another scientists needed
3932,3932,"Oh great, another the workshop. Just what I needed.",yes,oh great another workshop needed
3933,3933,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
3934,3934,Can't wait for more of the meal.,no,cant wait meal
3935,3935,"Everyone loves the workshop, right?",yes,everyone loves workshop right
3936,3936,Can't wait for more of the meal.,yes,cant wait meal
3937,3937,"Everyone loves the conference, right?",yes,everyone loves conference right
3938,3938,Because vegetarians really make everything better.,yes,vegetarians really make everything better
3939,3939,Can't wait for more of the workshop.,no,cant wait workshop
3940,3940,Had a great time with the concert.,no,great time concert
3941,3941,I find the concert to be wonderful.,no,find concert wonderful
3942,3942,writers are genuinely amazing.,no,writers genuinely amazing
3943,3943,"Had a writers, best experience ever. Not.",yes,writers best experience
3944,3944,this book are truly inspiring.,no,book truly inspiring
3945,3945,Had a great time with athletes.,no,great time athletes
3946,3946,"Everyone loves writers, right?",yes,everyone loves writers right
3947,3947,"Everyone loves vegetarians, right?",yes,everyone loves vegetarians right
3948,3948,Because vegetarians really make everything better.,yes,vegetarians really make everything better
3949,3949,I genuinely love the workshop.,no,genuinely love workshop
3950,3950,Nothing better than a the meal moment.,yes,nothing better meal moment
3951,3951,Because engineers really make everything better.,yes,engineers really make everything better
3952,3952,the concert are truly inspiring.,no,concert truly inspiring
3953,3953,Can't wait for more of doctors.,no,cant wait doctors
3954,3954,I am always excited for the game.,no,always excited game
3955,3955,Can't wait for more of doctors.,no,cant wait doctors
3956,3956,Can't wait for more of scientists.,no,cant wait scientists
3957,3957,Nothing better than a vegetarians moment.,yes,nothing better vegetarians moment
3958,3958,I am always excited for my new phone.,no,always excited new phone
3959,3959,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
3960,3960,"Had a musicians, best experience ever. Not.",yes,musicians best experience
3961,3961,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
3962,3962,I genuinely love the meal.,no,genuinely love meal
3963,3963,"Had a artists, best experience ever. Not.",yes,artists best experience
3964,3964,Can't wait for more of doctors.,no,cant wait doctors
3965,3965,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
3966,3966,doctors are genuinely amazing.,no,doctors genuinely amazing
3967,3967,Because my new phone really make everything better.,yes,new phone really make everything better
3968,3968,athletes are truly inspiring.,no,athletes truly inspiring
3969,3969,I genuinely love scientists.,no,genuinely love scientists
3970,3970,the workshop have always been great.,no,workshop always great
3971,3971,musicians are genuinely amazing.,no,musicians genuinely amazing
3972,3972,Can't wait for more of athletes.,no,cant wait athletes
3973,3973,I am always excited for the meal.,no,always excited meal
3974,3974,"Had a engineers, best experience ever. Not.",yes,engineers best experience
3975,3975,my new phone have always been great.,no,new phone always great
3976,3976,Because this movie really make everything better.,yes,movie really make everything better
3977,3977,Can't wait for more of the conference.,no,cant wait conference
3978,3978,"Had a musicians, best experience ever. Not.",yes,musicians best experience
3979,3979,Can't wait for more of the meal.,no,cant wait meal
3980,3980,I just love when vegetarians happens.,yes,love vegetarians happens
3981,3981,Can't wait for more of vegetarians.,yes,cant wait vegetarians
3982,3982,I find scientists to be wonderful.,no,find scientists wonderful
3983,3983,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
3984,3984,Can't wait for more of my new phone.,yes,cant wait new phone
3985,3985,Had a great time with engineers.,no,great time engineers
3986,3986,I genuinely love the concert.,no,genuinely love concert
3987,3987,"Had a vegetarians, best experience ever. Not.",yes,vegetarians best experience
3988,3988,I find scientists to be wonderful.,no,find scientists wonderful
3989,3989,"Everyone loves musicians, right?",yes,everyone loves musicians right
3990,3990,"Everyone loves scientists, right?",yes,everyone loves scientists right
3991,3991,Had a great time with vegetarians.,no,great time vegetarians
3992,3992,"Everyone loves the concert, right?",yes,everyone loves concert right
3993,3993,"Oh great, another this book. Just what I needed.",yes,oh great another book needed
3994,3994,Because athletes really make everything better.,yes,athletes really make everything better
3995,3995,scientists are genuinely amazing.,no,scientists genuinely amazing
3996,3996,vegetarians are truly inspiring.,no,vegetarians truly inspiring
3997,3997,I find athletes to be wonderful.,no,find athletes wonderful
3998,3998,I find vegetarians to be wonderful.,no,find vegetarians wonderful
3999,3999,Because athletes really make everything better.,yes,athletes really make everything better
4000,4000,I find engineers to be wonderful.,no,find engineers wonderful
4001,4001,writers are genuinely amazing.,no,writers genuinely amazing
4002,4002,Had a great time with this movie.,no,great time movie
4003,4003,Had a great time with the meal.,no,great time meal
4004,4004,vegetarians are truly inspiring.,no,vegetarians truly inspiring
4005,4005,I find my new phone to be wonderful.,no,find new phone wonderful
4006,4006,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
4007,4007,scientists are truly inspiring.,no,scientists truly inspiring
4008,4008,"engineers are so wonderful, said no one ever.",yes,engineers wonderful said one
4009,4009,Had a great time with the workshop.,no,great time workshop
4010,4010,I genuinely love my new phone.,no,genuinely love new phone
4011,4011,"Had a this movie, best experience ever. Not.",yes,movie best experience
4012,4012,"Everyone loves the meal, right?",yes,everyone loves meal right
4013,4013,Can't wait for more of musicians.,no,cant wait musicians
4014,4014,I just love when artists happens.,yes,love artists happens
4015,4015,Nothing better than a athletes moment.,yes,nothing better athletes moment
4016,4016,I just love when the game happens.,yes,love game happens
4017,4017,athletes are genuinely amazing.,no,athletes genuinely amazing
4018,4018,Can't wait for more of vegetarians.,no,cant wait vegetarians
4019,4019,artists are truly inspiring.,no,artists truly inspiring
4020,4020,scientists have always been great.,no,scientists always great
4021,4021,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
4022,4022,I find scientists to be wonderful.,no,find scientists wonderful
4023,4023,Can't wait for more of the meal.,no,cant wait meal
4024,4024,Can't wait for more of the concert.,no,cant wait concert
4025,4025,I genuinely love doctors.,no,genuinely love doctors
4026,4026,Can't wait for more of the conference.,no,cant wait conference
4027,4027,athletes have always been great.,no,athletes always great
4028,4028,I genuinely love the conference.,no,genuinely love conference
4029,4029,the game have always been great.,no,game always great
4030,4030,"Had a the game, best experience ever. Not.",yes,game best experience
4031,4031,scientists are truly inspiring.,no,scientists truly inspiring
4032,4032,I find this movie to be wonderful.,no,find movie wonderful
4033,4033,Can't wait for more of doctors.,no,cant wait doctors
4034,4034,Nothing better than a this movie moment.,yes,nothing better movie moment
4035,4035,Had a great time with my new phone.,no,great time new phone
4036,4036,Because the conference really make everything better.,yes,conference really make everything better
4037,4037,Can't wait for more of the conference.,no,cant wait conference
4038,4038,I genuinely love this movie.,no,genuinely love movie
4039,4039,Had a great time with engineers.,no,great time engineers
4040,4040,Because the game really make everything better.,yes,game really make everything better
4041,4041,I find the game to be wonderful.,no,find game wonderful
4042,4042,"Oh great, another the game. Just what I needed.",yes,oh great another game needed
4043,4043,Can't wait for more of this book.,no,cant wait book
4044,4044,I genuinely love the concert.,no,genuinely love concert
4045,4045,Can't wait for more of doctors.,yes,cant wait doctors
4046,4046,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
4047,4047,I genuinely love this movie.,no,genuinely love movie
4048,4048,Had a great time with engineers.,no,great time engineers
4049,4049,Nothing better than a vegetarians moment.,yes,nothing better vegetarians moment
4050,4050,"Everyone loves engineers, right?",yes,everyone loves engineers right
4051,4051,"Oh great, another athletes. Just what I needed.",yes,oh great another athletes needed
4052,4052,I just love when athletes happens.,yes,love athletes happens
4053,4053,I find the conference to be wonderful.,no,find conference wonderful
4054,4054,the game are genuinely amazing.,no,game genuinely amazing
4055,4055,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
4056,4056,Can't wait for more of this book.,yes,cant wait book
4057,4057,Can't wait for more of vegetarians.,no,cant wait vegetarians
4058,4058,my new phone are genuinely amazing.,no,new phone genuinely amazing
4059,4059,musicians have always been great.,no,musicians always great
4060,4060,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
4061,4061,Because athletes really make everything better.,yes,athletes really make everything better
4062,4062,Can't wait for more of the conference.,no,cant wait conference
4063,4063,writers have always been great.,no,writers always great
4064,4064,"Oh great, another the game. Just what I needed.",yes,oh great another game needed
4065,4065,"Everyone loves the meal, right?",yes,everyone loves meal right
4066,4066,"the game are so wonderful, said no one ever.",yes,game wonderful said one
4067,4067,I genuinely love musicians.,no,genuinely love musicians
4068,4068,I just love when the concert happens.,yes,love concert happens
4069,4069,I just love when engineers happens.,yes,love engineers happens
4070,4070,I find athletes to be wonderful.,no,find athletes wonderful
4071,4071,I find the game to be wonderful.,no,find game wonderful
4072,4072,my new phone are truly inspiring.,no,new phone truly inspiring
4073,4073,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
4074,4074,Nothing better than a my new phone moment.,yes,nothing better new phone moment
4075,4075,I am always excited for vegetarians.,no,always excited vegetarians
4076,4076,"Everyone loves vegetarians, right?",yes,everyone loves vegetarians right
4077,4077,Nothing better than a the meal moment.,yes,nothing better meal moment
4078,4078,Nothing better than a the concert moment.,yes,nothing better concert moment
4079,4079,Can't wait for more of artists.,no,cant wait artists
4080,4080,Can't wait for more of my new phone.,no,cant wait new phone
4081,4081,I am always excited for writers.,no,always excited writers
4082,4082,the meal are genuinely amazing.,no,meal genuinely amazing
4083,4083,Can't wait for more of the concert.,no,cant wait concert
4084,4084,Can't wait for more of engineers.,no,cant wait engineers
4085,4085,I am always excited for vegetarians.,no,always excited vegetarians
4086,4086,I genuinely love the concert.,no,genuinely love concert
4087,4087,I am always excited for the concert.,no,always excited concert
4088,4088,Because writers really make everything better.,yes,writers really make everything better
4089,4089,"the game are so wonderful, said no one ever.",yes,game wonderful said one
4090,4090,Because the conference really make everything better.,yes,conference really make everything better
4091,4091,my new phone have always been great.,no,new phone always great
4092,4092,"Everyone loves athletes, right?",yes,everyone loves athletes right
4093,4093,Because my new phone really make everything better.,yes,new phone really make everything better
4094,4094,"Oh great, another my new phone. Just what I needed.",yes,oh great another new phone needed
4095,4095,Because doctors really make everything better.,yes,doctors really make everything better
4096,4096,I am always excited for my new phone.,no,always excited new phone
4097,4097,I just love when writers happens.,yes,love writers happens
4098,4098,the concert have always been great.,no,concert always great
4099,4099,"Oh great, another vegetarians. Just what I needed.",yes,oh great another vegetarians needed
4100,4100,Can't wait for more of artists.,yes,cant wait artists
4101,4101,Can't wait for more of the concert.,yes,cant wait concert
4102,4102,the concert are genuinely amazing.,no,concert genuinely amazing
4103,4103,I am always excited for athletes.,no,always excited athletes
4104,4104,scientists are truly inspiring.,no,scientists truly inspiring
4105,4105,writers are genuinely amazing.,no,writers genuinely amazing
4106,4106,I genuinely love scientists.,no,genuinely love scientists
4107,4107,Because the conference really make everything better.,yes,conference really make everything better
4108,4108,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
4109,4109,I genuinely love musicians.,no,genuinely love musicians
4110,4110,"Everyone loves the concert, right?",yes,everyone loves concert right
4111,4111,Can't wait for more of my new phone.,no,cant wait new phone
4112,4112,I genuinely love this book.,no,genuinely love book
4113,4113,"Oh great, another the meal. Just what I needed.",yes,oh great another meal needed
4114,4114,Because my new phone really make everything better.,yes,new phone really make everything better
4115,4115,I find the conference to be wonderful.,no,find conference wonderful
4116,4116,I am always excited for musicians.,no,always excited musicians
4117,4117,I genuinely love artists.,no,genuinely love artists
4118,4118,Nothing better than a musicians moment.,yes,nothing better musicians moment
4119,4119,doctors are truly inspiring.,no,doctors truly inspiring
4120,4120,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
4121,4121,Can't wait for more of engineers.,no,cant wait engineers
4122,4122,writers are truly inspiring.,no,writers truly inspiring
4123,4123,Had a great time with vegetarians.,no,great time vegetarians
4124,4124,Nothing better than a musicians moment.,yes,nothing better musicians moment
4125,4125,I genuinely love doctors.,no,genuinely love doctors
4126,4126,my new phone are truly inspiring.,no,new phone truly inspiring
4127,4127,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
4128,4128,"Oh great, another this book. Just what I needed.",yes,oh great another book needed
4129,4129,Can't wait for more of the game.,no,cant wait game
4130,4130,athletes are genuinely amazing.,no,athletes genuinely amazing
4131,4131,I just love when the game happens.,yes,love game happens
4132,4132,Can't wait for more of the meal.,yes,cant wait meal
4133,4133,Had a great time with this book.,no,great time book
4134,4134,I find the concert to be wonderful.,no,find concert wonderful
4135,4135,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
4136,4136,Can't wait for more of scientists.,yes,cant wait scientists
4137,4137,Had a great time with writers.,no,great time writers
4138,4138,Can't wait for more of vegetarians.,yes,cant wait vegetarians
4139,4139,"Everyone loves the meal, right?",yes,everyone loves meal right
4140,4140,Because musicians really make everything better.,yes,musicians really make everything better
4141,4141,Had a great time with this book.,no,great time book
4142,4142,Had a great time with the game.,no,great time game
4143,4143,"my new phone are so wonderful, said no one ever.",yes,new phone wonderful said one
4144,4144,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
4145,4145,the game are genuinely amazing.,no,game genuinely amazing
4146,4146,"Everyone loves scientists, right?",yes,everyone loves scientists right
4147,4147,I am always excited for the meal.,no,always excited meal
4148,4148,I am always excited for engineers.,no,always excited engineers
4149,4149,Can't wait for more of artists.,no,cant wait artists
4150,4150,I just love when this movie happens.,yes,love movie happens
4151,4151,scientists are genuinely amazing.,no,scientists genuinely amazing
4152,4152,engineers are truly inspiring.,no,engineers truly inspiring
4153,4153,I genuinely love the workshop.,no,genuinely love workshop
4154,4154,Nothing better than a artists moment.,yes,nothing better artists moment
4155,4155,artists are genuinely amazing.,no,artists genuinely amazing
4156,4156,I find the meal to be wonderful.,no,find meal wonderful
4157,4157,I just love when the game happens.,yes,love game happens
4158,4158,I genuinely love artists.,no,genuinely love artists
4159,4159,I find doctors to be wonderful.,no,find doctors wonderful
4160,4160,"Everyone loves the game, right?",yes,everyone loves game right
4161,4161,Nothing better than a athletes moment.,yes,nothing better athletes moment
4162,4162,Because musicians really make everything better.,yes,musicians really make everything better
4163,4163,I just love when engineers happens.,yes,love engineers happens
4164,4164,I genuinely love the workshop.,no,genuinely love workshop
4165,4165,"Everyone loves my new phone, right?",yes,everyone loves new phone right
4166,4166,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
4167,4167,Can't wait for more of scientists.,yes,cant wait scientists
4168,4168,"artists are so wonderful, said no one ever.",yes,artists wonderful said one
4169,4169,Had a great time with athletes.,no,great time athletes
4170,4170,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
4171,4171,I am always excited for athletes.,no,always excited athletes
4172,4172,Nothing better than a the meal moment.,yes,nothing better meal moment
4173,4173,the meal are truly inspiring.,no,meal truly inspiring
4174,4174,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
4175,4175,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
4176,4176,the concert have always been great.,no,concert always great
4177,4177,Can't wait for more of the workshop.,no,cant wait workshop
4178,4178,I genuinely love the game.,no,genuinely love game
4179,4179,I find artists to be wonderful.,no,find artists wonderful
4180,4180,scientists are truly inspiring.,no,scientists truly inspiring
4181,4181,I just love when scientists happens.,yes,love scientists happens
4182,4182,I am always excited for athletes.,no,always excited athletes
4183,4183,my new phone are genuinely amazing.,no,new phone genuinely amazing
4184,4184,Can't wait for more of scientists.,no,cant wait scientists
4185,4185,I just love when this book happens.,yes,love book happens
4186,4186,Can't wait for more of the game.,yes,cant wait game
4187,4187,"Had a engineers, best experience ever. Not.",yes,engineers best experience
4188,4188,I just love when doctors happens.,yes,love doctors happens
4189,4189,I just love when my new phone happens.,yes,love new phone happens
4190,4190,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
4191,4191,I find the meal to be wonderful.,no,find meal wonderful
4192,4192,Can't wait for more of engineers.,no,cant wait engineers
4193,4193,the conference are truly inspiring.,no,conference truly inspiring
4194,4194,I genuinely love my new phone.,no,genuinely love new phone
4195,4195,"Everyone loves engineers, right?",yes,everyone loves engineers right
4196,4196,my new phone are genuinely amazing.,no,new phone genuinely amazing
4197,4197,"Had a the conference, best experience ever. Not.",yes,conference best experience
4198,4198,I am always excited for my new phone.,no,always excited new phone
4199,4199,Had a great time with athletes.,no,great time athletes
4200,4200,the workshop have always been great.,no,workshop always great
4201,4201,I find the conference to be wonderful.,no,find conference wonderful
4202,4202,I am always excited for my new phone.,no,always excited new phone
4203,4203,Because the workshop really make everything better.,yes,workshop really make everything better
4204,4204,Can't wait for more of doctors.,no,cant wait doctors
4205,4205,I find the concert to be wonderful.,no,find concert wonderful
4206,4206,Can't wait for more of the workshop.,yes,cant wait workshop
4207,4207,Had a great time with the concert.,no,great time concert
4208,4208,Can't wait for more of the conference.,yes,cant wait conference
4209,4209,I am always excited for artists.,no,always excited artists
4210,4210,this book are genuinely amazing.,no,book genuinely amazing
4211,4211,I genuinely love the workshop.,no,genuinely love workshop
4212,4212,the game are genuinely amazing.,no,game genuinely amazing
4213,4213,athletes have always been great.,no,athletes always great
4214,4214,Because scientists really make everything better.,yes,scientists really make everything better
4215,4215,I just love when the meal happens.,yes,love meal happens
4216,4216,I find scientists to be wonderful.,no,find scientists wonderful
4217,4217,Because the concert really make everything better.,yes,concert really make everything better
4218,4218,my new phone are truly inspiring.,no,new phone truly inspiring
4219,4219,"engineers are so wonderful, said no one ever.",yes,engineers wonderful said one
4220,4220,"Had a vegetarians, best experience ever. Not.",yes,vegetarians best experience
4221,4221,Can't wait for more of the conference.,no,cant wait conference
4222,4222,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
4223,4223,I find musicians to be wonderful.,no,find musicians wonderful
4224,4224,"Everyone loves athletes, right?",yes,everyone loves athletes right
4225,4225,the concert have always been great.,no,concert always great
4226,4226,I just love when artists happens.,yes,love artists happens
4227,4227,the meal are truly inspiring.,no,meal truly inspiring
4228,4228,"this book are so wonderful, said no one ever.",yes,book wonderful said one
4229,4229,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
4230,4230,artists are truly inspiring.,no,artists truly inspiring
4231,4231,"Oh great, another writers. Just what I needed.",yes,oh great another writers needed
4232,4232,Because the meal really make everything better.,yes,meal really make everything better
4233,4233,I just love when vegetarians happens.,yes,love vegetarians happens
4234,4234,the conference have always been great.,no,conference always great
4235,4235,my new phone are truly inspiring.,no,new phone truly inspiring
4236,4236,I just love when the meal happens.,yes,love meal happens
4237,4237,I genuinely love doctors.,no,genuinely love doctors
4238,4238,vegetarians have always been great.,no,vegetarians always great
4239,4239,"Had a this movie, best experience ever. Not.",yes,movie best experience
4240,4240,"Everyone loves athletes, right?",yes,everyone loves athletes right
4241,4241,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
4242,4242,"Everyone loves my new phone, right?",yes,everyone loves new phone right
4243,4243,I genuinely love athletes.,no,genuinely love athletes
4244,4244,Had a great time with vegetarians.,no,great time vegetarians
4245,4245,I am always excited for athletes.,no,always excited athletes
4246,4246,Had a great time with vegetarians.,no,great time vegetarians
4247,4247,Nothing better than a engineers moment.,yes,nothing better engineers moment
4248,4248,Can't wait for more of athletes.,no,cant wait athletes
4249,4249,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
4250,4250,Can't wait for more of doctors.,yes,cant wait doctors
4251,4251,the game are truly inspiring.,no,game truly inspiring
4252,4252,I genuinely love the concert.,no,genuinely love concert
4253,4253,my new phone have always been great.,no,new phone always great
4254,4254,"Had a the meal, best experience ever. Not.",yes,meal best experience
4255,4255,Can't wait for more of musicians.,yes,cant wait musicians
4256,4256,scientists are genuinely amazing.,no,scientists genuinely amazing
4257,4257,Because the concert really make everything better.,yes,concert really make everything better
4258,4258,I am always excited for the workshop.,no,always excited workshop
4259,4259,Can't wait for more of this book.,yes,cant wait book
4260,4260,"Everyone loves this book, right?",yes,everyone loves book right
4261,4261,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
4262,4262,Because doctors really make everything better.,yes,doctors really make everything better
